language,template,model,task,is_ood,num_shots,num_affixes,accuracy,faithfulness,f1,coherence
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,5,1,0.9733333333333334,0.9733333333333334,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,5,2,0.8266666666666667,0.82,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,5,3,0.5933333333333334,0.5933333333333334,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,5,4,0.46621621621621623,0.4594594594594595,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,5,5,0.35333333333333333,0.35333333333333333,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,5,6,0.36,0.36,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,5,7,0.25170068027210885,0.2585034013605442,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,True,3,1,0.96,0.96,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,True,3,2,0.72,0.8066666666666666,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,True,3,3,0.4863013698630137,0.5342465753424658,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,True,3,4,0.3,0.30666666666666664,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,True,3,5,0.22,0.25333333333333335,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,True,3,6,0.16666666666666666,0.16666666666666666,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,True,3,7,0.09523809523809523,0.09523809523809523,0,0
tr,morph_disc_sent_tr,gpt-4,morph-disc,False,1,1,0.74,0.0,0.6533333333333333,0.48
tr,morph_disc_sent_tr,gpt-4,morph-disc,False,1,2,0.5618729096989966,0.0,0.41555555555555557,0.12666666666666668
tr,morph_disc_sent_tr,gpt-4,morph-disc,False,1,3,0.8442953020134228,0.0,0.5693333333333334,0.22666666666666666
tr,morph_disc_sent_tr,gpt-4,morph-disc,False,1,4,0.8493333333333334,0.0,0.5814814814814815,0.24666666666666667
tr,morph_disc_sent_tr,gpt-4,morph-disc,False,1,5,0.8373333333333334,0.0,0.5502645502645502,0.18666666666666668
tr,morph_disc_sent_tr,gpt-4,morph-disc,False,1,6,0.8226666666666667,0.0,0.5095238095238095,0.11333333333333333
tr,morph_disc_sent_tr,gpt-4,morph-disc,False,1,7,0.8295302013422818,0.0,0.5286033876637903,0.1476510067114094
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,3,1,0.96,0.96,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,3,2,0.8666666666666667,0.86,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,3,3,0.6466666666666666,0.6466666666666666,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,3,4,0.47297297297297297,0.47297297297297297,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,3,5,0.35333333333333333,0.36,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,3,6,0.36,0.36,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,3,7,0.2108843537414966,0.21768707482993196,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,1,1,0.94,0.94,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,1,2,0.86,0.84,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,1,3,0.6466666666666666,0.6533333333333333,0,0
tr,morph_gen_sent_tr,gpt-4,morph-gen,False,1,4,0.4189189189189189,0.42567567567567566,0,0
